Accession,Protein,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
QCS35891.1,replication-associated protein,Capybara genomovirus 5,Gemyduguivirus hydro3,Gemyduguivirus,Genomoviridae,,cap1_2730,324,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35892.1,capsid protein,Capybara genomovirus 6,Gemygorvirus hydro1,Gemygorvirus,Genomoviridae,,cap1_100,316,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35893.1,replication-associated protein,Capybara genomovirus 6,Gemygorvirus hydro1,Gemygorvirus,Genomoviridae,,cap1_100,322,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35894.1,capsid protein,Capybara genomovirus 7,Capybara genomovirus 7,,Genomoviridae,,cap1_101,299,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35895.1,replication-associated protein,Capybara genomovirus 7,Capybara genomovirus 7,,Genomoviridae,,cap1_101,315,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35896.1,capsid protein,Capybara genomovirus 8,Gemyduguivirus hydro2,Gemyduguivirus,Genomoviridae,,cap1_358,300,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35897.1,replication-associated protein,Capybara genomovirus 8,Gemyduguivirus hydro2,Gemyduguivirus,Genomoviridae,,cap1_358,319,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35898.1,capsid protein,Capybara genomovirus 9,Capybara genomovirus 9,,Genomoviridae,,cap1_561,306,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35899.1,replication-associated protein,Capybara genomovirus 9,Capybara genomovirus 9,,Genomoviridae,,cap1_561,338,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35900.1,capsid protein,Capybara genomovirus 10,Gemykroznavirus hydro1,Gemykroznavirus,Genomoviridae,,cap1_694,286,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35901.1,replication-associated protein,Capybara genomovirus 10,Gemykroznavirus hydro1,Gemykroznavirus,Genomoviridae,,cap1_694,314,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35902.1,capsid protein,Capybara genomovirus 11,Capybara genomovirus 11,,Genomoviridae,,cap1_1674,299,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35903.1,replication-associated protein,Capybara genomovirus 11,Capybara genomovirus 11,,Genomoviridae,,cap1_1674,338,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35904.1,capsid protein,Capybara genomovirus 12,Gemykibivirus hydro3,Gemykibivirus,Genomoviridae,,cap1_1725,303,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35905.1,replication-associated protein,Capybara genomovirus 12,Gemykibivirus hydro3,Gemykibivirus,Genomoviridae,,cap1_1725,330,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35906.1,capsid protein,Capybara genomovirus 13,Capybara genomovirus 13,,Genomoviridae,,cap1_2766,295,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS35907.1,replication-associated protein,Capybara genomovirus 13,Capybara genomovirus 13,,Genomoviridae,,cap1_2766,319,Brazil,Brazil,Hydrochoerus hydrochaeris,feces,"Fontenele,R.S., Lamas,N.S., Lacorte,C., Varsani,A., Ribeiro,S.G.",2016,2019-05-26,ssDNA
QCS37547.1,capsid protein,Tortoise genomovirus 1,Tortoise genomovirus 1,,Genomoviridae,,Tor7_165,305,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37548.1,replication-associated protein,Tortoise genomovirus 1,Tortoise genomovirus 1,,Genomoviridae,,Tor7_165,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37549.1,capsid protein,Tortoise genomovirus 2,Tortoise genomovirus 2,,Genomoviridae,,Tor10_115,308,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37550.1,replication-associated protein,Tortoise genomovirus 2,Tortoise genomovirus 2,,Genomoviridae,,Tor10_115,326,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37551.1,capsid protein,Tortoise genomovirus 3,Tortoise genomovirus 3,,Genomoviridae,,Tor11_165,305,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37552.1,replication-associated protein,Tortoise genomovirus 3,Tortoise genomovirus 3,,Genomoviridae,,Tor11_165,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37553.1,capsid protein,Tortoise genomovirus 4,Tortoise genomovirus 4,,Genomoviridae,,Tor12_112,314,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37554.1,replication-associated protein,Tortoise genomovirus 4,Tortoise genomovirus 4,,Genomoviridae,,Tor12_112,333,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37555.1,capsid protein,Tortoise genomovirus 5,Tortoise genomovirus 5,,Genomoviridae,,Tor12_115,308,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37556.1,replication-associated protein,Tortoise genomovirus 5,Tortoise genomovirus 5,,Genomoviridae,,Tor12_115,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37557.1,capsid protein,Tortoise genomovirus 6,Tortoise genomovirus 6,,Genomoviridae,,Tor12_165,305,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37558.1,replication-associated protein,Tortoise genomovirus 6,Tortoise genomovirus 6,,Genomoviridae,,Tor12_165,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37559.1,capsid protein,Tortoise genomovirus 7,Tortoise genomovirus 7,,Genomoviridae,,Tor19_165,291,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37560.1,replication-associated protein,Tortoise genomovirus 7,Tortoise genomovirus 7,,Genomoviridae,,Tor19_165,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37561.1,capsid protein,Tortoise genomovirus 8,Tortoise genomovirus 8,,Genomoviridae,,Tor30_165,305,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37562.1,replication-associated protein,Tortoise genomovirus 8,Tortoise genomovirus 8,,Genomoviridae,,Tor30_165,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37563.1,capsid protein,Tortoise genomovirus 9,Gemykolovirus gopha1,Gemykolovirus,Genomoviridae,,Tor_36_tor6,302,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37564.1,replication-associated protein,Tortoise genomovirus 9,Gemykolovirus gopha1,Gemykolovirus,Genomoviridae,,Tor_36_tor6,334,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37565.1,capsid protein,Tortoise genomovirus 10,Gemycircularvirus gopha2,Gemycircularvirus,Genomoviridae,,Tor_116_Tor4,312,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37566.1,replication-associated protein,Tortoise genomovirus 10,Gemycircularvirus gopha2,Gemycircularvirus,Genomoviridae,,Tor_116_Tor4,330,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37567.1,capsid protein,Tortoise genomovirus 11,Tortoise genomovirus 11,,Genomoviridae,,Tor_115,305,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37568.1,replication-associated protein,Tortoise genomovirus 11,Tortoise genomovirus 11,,Genomoviridae,,Tor_115,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37569.1,capsid protein,Tortoise genomovirus 12,Tortoise genomovirus 12,,Genomoviridae,,Tor_129,312,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37570.1,replication-associated protein,Tortoise genomovirus 12,Tortoise genomovirus 12,,Genomoviridae,,Tor_129,333,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37571.1,capsid protein,Tortoise genomovirus 13,Gemykolovirus gopha2,Gemykolovirus,Genomoviridae,,Tor_153,307,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37572.1,replication-associated protein,Tortoise genomovirus 13,Gemykolovirus gopha2,Gemykolovirus,Genomoviridae,,Tor_153,335,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37573.1,capsid protein,Tortoise genomovirus 14,Tortoise genomovirus 14,,Genomoviridae,,Tor_219,308,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37574.1,replication-associated protein,Tortoise genomovirus 14,Tortoise genomovirus 14,,Genomoviridae,,Tor_219,326,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37575.1,capsid protein,Tortoise genomovirus 15,Tortoise genomovirus 15,,Genomoviridae,,Tor_159,308,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37576.1,replication-associated protein,Tortoise genomovirus 15,Tortoise genomovirus 15,,Genomoviridae,,Tor_159,326,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37577.1,capsid protein,Tortoise genomovirus 16,Tortoise genomovirus 16,,Genomoviridae,,Tor_149,308,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37578.1,replication-associated protein,Tortoise genomovirus 16,Tortoise genomovirus 16,,Genomoviridae,,Tor_149,325,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37579.1,capsid protein,Tortoise genomovirus 17,Gemycircularvirus gopha1,Gemycircularvirus,Genomoviridae,,Tor_SP_110,307,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37580.1,replication-associated protein,Tortoise genomovirus 17,Gemycircularvirus gopha1,Gemycircularvirus,Genomoviridae,,Tor_SP_110,327,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37581.1,capsid protein,Tortoise genomovirus 18,Tortoise genomovirus 18,,Genomoviridae,,Tor_SP_119,308,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37582.1,replication-associated protein,Tortoise genomovirus 18,Tortoise genomovirus 18,,Genomoviridae,,Tor_SP_119,333,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37583.1,capsid protein,Tortoise genomovirus 19,Tortoise genomovirus 19,,Genomoviridae,,Tor_SP_311,310,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37584.1,replication-associated protein,Tortoise genomovirus 19,Tortoise genomovirus 19,,Genomoviridae,,Tor_SP_311,327,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37585.1,capsid protein,Tortoise genomovirus 20,Tortoise genomovirus 20,,Genomoviridae,,Tor_SP_245,310,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37586.1,replication-associated protein,Tortoise genomovirus 20,Tortoise genomovirus 20,,Genomoviridae,,Tor_SP_245,327,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37587.1,capsid protein,Tortoise genomovirus 21,Tortoise genomovirus 21,,Genomoviridae,,Tor_SP_213,306,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37588.1,replication-associated protein,Tortoise genomovirus 21,Tortoise genomovirus 21,,Genomoviridae,,Tor_SP_213,327,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37589.1,capsid protein,Tortoise genomovirus 22,Tortoise genomovirus 22,,Genomoviridae,,TorV5_SP_55,307,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37590.1,replication-associated protein,Tortoise genomovirus 22,Tortoise genomovirus 22,,Genomoviridae,,TorV5_SP_55,327,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37591.1,capsid protein,Tortoise genomovirus 23,Tortoise genomovirus 23,,Genomoviridae,,TorV5_SP_57,307,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCS37592.1,replication-associated protein,Tortoise genomovirus 23,Tortoise genomovirus 23,,Genomoviridae,,TorV5_SP_57,333,USA,USA,Gopherus agassizii,feces,"Orton,J., Morales,M., Dolby,G.A., Schmidlin,K., Fontenele,R.S., Kraberger,S., Webster,T., Wilson,M., Kusumi,K., Varsani,A.",2016,2019-05-26,ssDNA
QCQ85149.1,capsid protein,Finch associated genomovirus 5,Gemycircularvirus haeme1,Gemycircularvirus,Genomoviridae,,A2N_A,311,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85150.1,replication-associated protein,Finch associated genomovirus 5,Gemycircularvirus haeme1,Gemycircularvirus,Genomoviridae,,A2N_A,328,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85151.1,capsid protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A2N_A,308,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85152.1,replication-associated protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A2N_A,325,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85153.1,capsid protein,Finch associated genomovirus 5,Gemycircularvirus haeme1,Gemycircularvirus,Genomoviridae,,A2N_B,312,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85154.1,replication-associated protein,Finch associated genomovirus 5,Gemycircularvirus haeme1,Gemycircularvirus,Genomoviridae,,A2N_B,328,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85155.1,capsid protein,Finch associated genomovirus 7,Finch associated genomovirus 7,,Genomoviridae,,A2N_A,303,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85156.1,replication-associated protein,Finch associated genomovirus 7,Finch associated genomovirus 7,,Genomoviridae,,A2N_A,329,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85157.1,capsid protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A2N_B,308,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85158.1,replication-associated protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A2N_B,325,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85159.1,capsid protein,Finch associated genomovirus 4,Gemykibivirus haeme4,Gemykibivirus,Genomoviridae,,A2N_A,305,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85160.1,replication-associated protein,Finch associated genomovirus 4,Gemykibivirus haeme4,Gemykibivirus,Genomoviridae,,A2N_A,319,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85161.1,capsid protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A3N_C,308,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85162.1,replication-associated protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A3N_C,325,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85163.1,capsid protein,Finch associated genomovirus 6,Gemycircularvirus haeme2,Gemycircularvirus,Genomoviridae,,A3N_A,308,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85164.1,replication-associated protein,Finch associated genomovirus 6,Gemycircularvirus haeme2,Gemycircularvirus,Genomoviridae,,A3N_A,342,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85165.1,capsid protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A3N_D,308,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85166.1,replication-associated protein,Finch associated genomovirus 2,Gemykibivirus haeme3,Gemykibivirus,Genomoviridae,,A3N_D,325,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
QCQ85167.1,capsid protein,Finch associated genomovirus 4,Gemykibivirus haeme4,Gemykibivirus,Genomoviridae,,A3N_B,305,USA,USA,,,"Schmidlin,K., Khalifeh,A., Smith,K., Kraberger,S., Fontenele,R.S., McGraw,K.J., Sepp,T., Varsani,A.",2017,2019-05-22,ssDNA
